Fullerton Municipal, CA, USA
month,day,hour,Dry Bulb Temp,Wet Bulb Temp,Rel Humidity,Wind Speed,Wind Direction,
 , , ,degrees F,degrees F,percent,mph,degrees,
1,1,1,42.8,37.3,60.0,0.0,0.0,
1,1,2,42.8,37.3,60.0,5.816023,90.0,
1,1,3,42.8,37.3,60.0,4.697557,90.0,
1,1,4,42.8,38.8,70.0,0.0,0.0,
1,1,5,41.0,37.75,75.0,0.0,0.0,
1,1,6,42.8,37.3,60.0,3.3553982,90.0,
1,1,7,42.8,37.3,60.0,5.816023,90.0,
1,1,8,46.4,40.56667,61.0,0.0,0.0,
1,1,9,48.2,41.7,57.0,6.9344893,90.0,
1,1,10,53.6,43.766666,44.0,3.3553982,90.0,
1,1,11,59.0,45.666668,33.0,3.3553982,80.0,
1,1,12,60.8,45.8,28.0,0.0,0.0,
1,1,13,62.6,48.1,32.0,4.697557,290.0,
1,1,14,64.4,49.4,32.0,4.697557,210.0,
1,1,15,62.6,47.35,29.0,6.9344893,210.0,
1,1,16,62.6,48.6,34.0,6.9344893,200.0,
1,1,17,59.0,51.25,59.0,4.697557,230.0,
1,1,18,55.4,51.4,77.0,3.3553982,210.0,
1,1,19,53.6,50.6,82.0,0.0,0.0,
1,1,20,51.8,48.966667,82.0,0.0,0.0,
1,1,21,51.8,48.966667,82.0,0.0,0.0,
1,1,22,50.0,48.0,87.0,0.0,0.0,
1,1,23,48.2,46.2,87.0,0.0,0.0,
1,1,24,48.2,46.2,87.0,0.0,0.0,
1,2,1,48.2,46.2,87.0,5.816023,80.0,
1,2,2,48.2,46.2,87.0,3.3553982,90.0,
1,2,3,50.0,47.166668,82.0,0.0,0.0,
1,2,4,51.8,48.966667,82.0,3.3553982,90.0,
1,2,5,51.8,48.966667,82.0,3.3553982,120.0,
1,2,6,51.8,48.966667,82.0,4.697557,80.0,
1,2,7,53.6,48.766666,71.0,5.816023,100.0,
1,2,8,51.8,48.966667,82.0,6.9344893,70.0,
1,2,9,51.8,49.8,87.0,12.750512,70.0,
1,2,10,51.8,50.8,94.0,10.289887,80.0,
1,2,11,51.8,49.8,87.0,9.171421,70.0,
1,2,12,51.8,49.8,87.0,8.052955,60.0,
1,2,13,51.8,49.8,87.0,9.171421,80.0,
1,2,14,51.8,50.8,94.0,5.816023,60.0,
1,2,15,51.8,50.8,94.0,10.289887,80.0,
1,2,16,51.8,50.8,94.0,5.816023,70.0,
1,2,17,53.6,51.6,88.0,5.816023,70.0,
1,2,18,53.6,51.6,88.0,0.0,0.0,
1,2,19,53.6,52.6,94.0,0.0,0.0,
1,2,20,53.6,51.6,88.0,0.0,0.0,
1,2,21,53.6,51.6,88.0,0.0,0.0,
1,2,22,53.6,52.6,94.0,0.0,0.0,
1,2,23,53.6,52.6,94.0,0.0,0.0,
1,2,24,53.6,52.6,94.0,0.0,0.0,
1,3,1,51.8,48.966667,82.0,4.697557,260.0,
1,3,2,48.2,46.2,87.0,0.0,0.0,
1,3,3,48.2,46.2,87.0,0.0,0.0,
1,3,4,44.6,43.6,93.0,0.0,0.0,
1,3,5,44.6,43.6,93.0,0.0,0.0,
1,3,6,42.8,41.8,93.0,0.0,0.0,
1,3,7,41.0,40.166668,93.0,0.0,0.0,
1,3,8,44.6,43.6,93.0,3.3553982,60.0,
1,3,9,50.0,46.25,76.0,3.3553982,10.0,
1,3,10,53.6,42.35,37.0,12.750512,310.0,
1,3,11,57.2,42.95,27.0,10.289887,310.0,
1,3,12,57.2,42.7,25.0,9.171421,310.0,
1,3,13,60.8,43.8,20.0,12.750512,300.0,
1,3,14,60.8,43.8,20.0,10.289887,300.0,
1,3,15,60.8,43.55,19.0,13.8689785,300.0,
1,3,16,59.0,42.166668,18.0,11.408353,280.0,
1,3,17,55.4,40.9,23.0,6.9344893,290.0,
1,3,18,53.6,40.266666,26.0,8.052955,290.0,
1,3,19,50.0,38.5,30.0,4.697557,280.0,
1,3,20,46.4,37.4,41.0,3.3553982,70.0,
1,3,21,42.8,35.966667,51.0,5.816023,80.0,
1,3,22,42.8,36.55,55.0,0.0,0.0,
1,3,23,41.0,36.25,64.0,3.3553982,10.0,
1,3,24,42.8,36.55,55.0,0.0,0.0,
1,4,1,42.8,35.966667,51.0,0.0,0.0,
1,4,2,46.4,36.4,34.0,8.052955,70.0,
1,4,3,50.0,38.0,28.0,6.9344893,110.0,
1,4,4,48.2,36.45,27.0,9.171421,70.0,
1,4,5,50.0,37.0,23.0,6.9344893,40.0,
1,4,6,44.6,35.35,37.0,3.3553982,270.0,
1,4,7,42.8,34.3,39.0,0.0,0.0,
1,4,8,44.6,35.85,40.0,0.0,0.0,
1,4,9,48.2,38.36667,38.0,0.0,0.0,
1,4,10,55.4,40.4,21.0,4.697557,80.0,
1,4,11,59.0,42.666668,20.0,3.3553982,20.0,
1,4,12,60.8,42.8,16.0,4.697557,320.0,
1,4,13,62.6,43.266666,13.0,0.0,0.0,
1,4,14,62.6,43.266666,13.0,4.697557,330.0,
1,4,15,62.6,43.1,12.0,4.697557,300.0,
1,4,16,60.8,42.05,13.0,5.816023,270.0,
1,4,17,57.2,41.2,19.0,5.816023,290.0,
1,4,18,53.6,40.766666,29.0,4.697557,300.0,
1,4,19,51.8,40.8,36.0,3.3553982,300.0,
1,4,20,48.2,39.7,45.0,3.3553982,70.0,
1,4,21,46.4,38.56667,48.0,4.697557,80.0,
1,4,22,44.6,37.1,48.0,4.697557,90.0,
1,4,23,42.8,36.55,55.0,0.0,0.0,
1,4,24,41.0,35.666668,59.0,0.0,0.0,
1,5,1,40.82,35.32,58.0,0.0,0.0,
1,5,2,41.0,35.0,55.0,0.0,0.0,
1,5,3,42.8,35.966667,51.0,0.0,0.0,
1,5,4,42.8,35.466667,47.0,4.697557,80.0,
1,5,5,44.6,37.1,48.0,4.697557,310.0,
1,5,6,44.6,37.1,48.0,0.0,0.0,
1,5,7,49.1,37.1,27.0,6.9344893,40.0,
1,5,8,55.4,39.06667,15.0,13.8689785,70.0,
1,5,9,57.2,40.2,14.0,18.342842,80.0,
1,5,10,60.8,41.8,12.0,18.342842,80.0,
1,5,11,64.04,43.54,11.0,21.250854,90.0,
1,5,12,66.2,44.699997,10.0,24.158867,90.0,
1,5,13,66.2,44.699997,10.0,19.461308,80.0,
1,5,14,66.2,44.699997,10.0,16.10591,90.0,
1,5,15,68.0,45.666668,10.0,11.408353,100.0,
1,5,16,66.2,44.699997,10.0,11.408353,100.0,
1,5,17,64.4,44.06667,12.0,8.052955,70.0,
1,5,18,61.519997,42.269997,12.0,9.171421,70.0,
1,5,19,59.0,41.0,13.0,10.289887,70.0,
1,5,20,59.0,41.0,13.0,9.171421,40.0,
1,5,21,59.0,40.666668,12.0,6.9344893,30.0,
1,5,22,57.2,39.7,12.0,3.3553982,20.0,
1,5,23,53.6,38.35,17.0,3.3553982,360.0,
1,5,24,48.2,36.2,25.0,0.0,0.0,
1,6,1,48.2,36.2,25.0,0.0,0.0,
1,6,2,48.2,36.45,27.0,4.697557,330.0,
1,6,3,48.2,36.45,27.0,3.3553982,290.0,
1,6,4,55.4,38.65,13.0,8.052955,60.0,
1,6,5,53.6,37.899998,15.0,6.9344893,70.0,
1,6,6,50.0,37.0,23.0,6.9344893,80.0,
1,6,7,53.6,38.35,17.0,3.3553982,70.0,
1,6,8,53.6,39.35,22.0,5.816023,80.0,
1,6,9,55.4,41.4,25.0,4.697557,90.0,
1,6,10,60.8,43.55,19.0,5.816023,100.0,
1,6,11,64.4,44.56667,14.0,3.3553982,140.0,
1,6,12,66.2,45.449997,13.0,4.697557,170.0,
1,6,13,66.2,45.199997,12.0,5.816023,200.0,
1,6,14,64.4,47.06667,23.0,8.052955,220.0,
1,6,15,62.6,46.85,27.0,3.3553982,190.0,
1,6,16,62.6,45.85,23.0,3.3553982,200.0,
1,6,17,62.6,46.85,27.0,0.0,0.0,
1,6,18,60.8,47.3,34.0,0.0,0.0,
1,6,19,57.2,45.36667,38.0,0.0,0.0,
1,6,20,57.2,45.36667,38.0,0.0,0.0,
1,6,21,57.2,45.36667,38.0,0.0,0.0,
1,6,22,55.4,44.56667,41.0,0.0,0.0,
1,6,23,55.4,44.56667,41.0,0.0,0.0,
1,6,24,55.4,44.56667,41.0,3.3553982,360.0,
1,7,1,53.6,43.1,40.0,0.0,0.0,
1,7,2,53.6,43.1,40.0,3.3553982,100.0,
1,7,3,55.4,44.06667,38.0,0.0,0.0,
1,7,4,53.6,43.766666,44.0,0.0,0.0,
1,7,5,53.6,44.35,47.0,4.697557,360.0,
1,7,6,51.8,43.466667,50.0,0.0,0.0,
1,7,7,48.2,41.7,57.0,3.3553982,100.0,
1,7,8,51.8,43.466667,50.0,4.697557,90.0,
1,7,9,55.4,44.06667,38.0,5.816023,100.0,
1,7,10,62.6,46.85,27.0,9.171421,80.0,
1,7,11,66.2,47.449997,20.0,4.697557,100.0,
1,7,12,69.8,47.300003,12.0,5.816023,210.0,
1,7,13,66.2,49.199997,26.0,8.052955,220.0,
1,7,14,68.0,46.8,14.0,6.9344893,200.0,
1,7,15,66.2,46.699997,17.0,8.052955,220.0,
1,7,16,62.6,49.1,36.0,5.816023,200.0,
1,7,17,60.8,50.466667,48.0,4.697557,210.0,
1,7,18,57.2,50.45,63.0,0.0,0.0,
1,7,19,55.4,49.56667,67.0,3.3553982,320.0,
1,7,20,51.8,47.05,71.0,0.0,0.0,
1,7,21,51.8,47.05,71.0,0.0,0.0,
1,7,22,50.0,45.5,71.0,0.0,0.0,
1,7,23,48.2,43.86667,71.0,4.697557,90.0,
1,7,24,48.2,42.95,66.0,0.0,0.0,
1,8,1,46.4,42.9,76.0,0.0,0.0,
1,8,2,44.6,41.899998,81.0,3.3553982,340.0,
1,8,3,42.8,40.3,81.0,0.0,0.0,
1,8,4,42.8,40.3,81.0,3.3553982,80.0,
1,8,5,44.6,40.35,70.0,6.9344893,80.0,
1,8,6,44.6,39.766666,66.0,5.816023,90.0,
1,8,7,44.6,39.766666,66.0,3.3553982,50.0,
1,8,8,46.4,41.4,66.0,3.3553982,360.0,
1,8,9,55.4,45.9,47.0,3.3553982,80.0,
1,8,10,59.0,49.666668,51.0,0.0,0.0,
1,8,11,64.4,51.15,39.0,0.0,0.0,
1,8,12,66.2,51.999996,37.0,0.0,0.0,
1,8,13,69.8,53.600002,33.0,4.697557,150.0,
1,8,14,69.8,54.300003,35.0,10.289887,210.0,
1,8,15,66.2,54.366665,46.0,8.052955,200.0,
1,8,16,64.4,53.56667,49.0,6.9344893,180.0,
1,8,17,60.8,51.966667,55.0,3.3553982,180.0,
1,8,18,59.0,52.0,63.0,3.3553982,130.0,
1,8,19,57.2,52.2,72.0,0.0,0.0,
1,8,20,53.6,49.6,76.0,0.0,0.0,
1,8,21,51.8,47.966667,76.0,3.3553982,90.0,
1,8,22,50.0,47.166668,82.0,0.0,0.0,
1,8,23,48.2,45.36667,81.0,0.0,0.0,
1,8,24,46.4,44.56667,87.0,3.3553982,90.0,
1,9,1,48.2,44.7,76.0,3.3553982,160.0,
1,9,2,46.4,43.65,81.0,0.0,0.0,
1,9,3,46.4,43.65,81.0,0.0,0.0,
1,9,4,44.6,41.899998,81.0,0.0,0.0,
1,9,5,44.6,41.899998,81.0,0.0,0.0,
1,9,6,46.4,43.65,81.0,0.0,0.0,
1,9,7,48.2,44.7,76.0,6.9344893,100.0,
1,9,8,51.8,45.466667,62.0,5.816023,90.0,
1,9,9,55.4,47.9,58.0,0.0,0.0,
1,9,10,59.0,50.5,55.0,3.3553982,20.0,
1,9,11,64.4,53.56667,49.0,0.0,0.0,
1,9,12,66.2,53.53333,43.0,3.3553982,330.0,
1,9,13,71.6,54.899998,33.0,5.816023,290.0,
1,9,14,71.6,55.6,35.0,6.9344893,260.0,
1,9,15,69.8,55.050003,38.0,5.816023,280.0,
1,9,16,69.8,54.300003,35.0,5.816023,300.0,
1,9,17,64.4,53.56667,49.0,4.697557,270.0,
1,9,18,62.6,52.766666,52.0,0.0,0.0,
1,9,19,59.0,50.5,55.0,0.0,0.0,
1,9,20,55.4,48.65,62.0,0.0,0.0,
1,9,21,53.6,48.1,67.0,0.0,0.0,
1,9,22,51.8,47.05,71.0,0.0,0.0,
1,9,23,53.6,48.1,67.0,3.3553982,310.0,
1,9,24,51.8,47.05,71.0,0.0,0.0,
1,10,1,48.2,45.36667,81.0,4.697557,90.0,
1,10,2,50.0,46.25,76.0,0.0,0.0,
1,10,3,46.4,44.56667,87.0,0.0,0.0,
1,10,4,46.4,43.65,81.0,0.0,0.0,
1,10,5,44.6,42.766666,87.0,0.0,0.0,
1,10,6,44.6,41.899998,81.0,0.0,0.0,
1,10,7,42.8,40.3,81.0,0.0,0.0,
1,10,8,48.74,43.90667,69.0,0.0,0.0,
1,10,9,57.2,48.86667,55.0,0.0,0.0,
1,10,10,66.2,50.699997,32.0,4.697557,90.0,
1,10,11,69.8,53.600002,33.0,6.9344893,290.0,
1,10,12,75.2,54.949997,25.0,8.052955,290.0,
1,10,13,78.8,55.96667,21.0,4.697557,270.0,
1,10,14,80.6,56.1,18.0,0.0,0.0,
1,10,15,82.4,56.4,16.0,3.3553982,310.0,
1,10,16,78.8,55.96667,21.0,6.9344893,250.0,
1,10,17,71.6,55.6,35.0,5.816023,290.0,
1,10,18,66.2,51.199997,34.0,3.3553982,290.0,
1,10,19,62.6,52.766666,52.0,0.0,0.0,
1,10,20,57.2,49.7,59.0,0.0,0.0,
1,10,21,55.4,48.65,62.0,0.0,0.0,
1,10,22,53.6,48.1,67.0,0.0,0.0,
1,10,23,51.8,46.3,66.0,0.0,0.0,
1,10,24,50.0,46.25,76.0,0.0,0.0,
1,11,1,48.2,44.7,76.0,0.0,0.0,
1,11,2,46.4,42.9,76.0,3.3553982,90.0,
1,11,3,46.4,43.65,81.0,0.0,0.0,
1,11,4,46.4,43.65,81.0,0.0,0.0,
1,11,5,46.4,42.9,76.0,0.0,0.0,
1,11,6,44.6,40.35,70.0,4.697557,100.0,
1,11,7,46.4,42.15,71.0,3.3553982,310.0,
1,11,8,48.2,42.95,66.0,0.0,0.0,
1,11,9,59.0,49.0,48.0,0.0,0.0,
1,11,10,66.2,50.699997,32.0,0.0,0.0,
1,11,11,69.8,52.300003,28.0,3.3553982,240.0,
1,11,12,75.2,54.699997,24.0,3.3553982,220.0,
1,11,13,77.0,55.166668,22.0,4.697557,200.0,
1,11,14,71.6,54.35,31.0,6.9344893,180.0,
1,11,15,71.6,54.35,31.0,6.9344893,180.0,
1,11,16,69.8,52.800003,30.0,5.816023,210.0,
1,11,17,66.2,51.199997,34.0,0.0,0.0,
1,11,18,62.6,53.399998,55.0,3.3553982,250.0,
1,11,19,59.0,55.666668,82.0,0.0,0.0,
1,11,20,57.2,55.2,88.0,3.3553982,230.0,
1,11,21,57.2,55.2,88.0,0.0,0.0,
1,11,22,57.2,55.2,88.0,0.0,0.0,
1,11,23,55.4,53.4,88.0,0.0,0.0,
1,11,24,55.4,53.4,88.0,0.0,0.0,
1,12,1,55.4,53.4,88.0,0.0,0.0,
1,12,2,53.6,52.6,94.0,0.0,0.0,
1,12,3,53.6,52.6,94.0,0.0,0.0,
1,12,4,53.6,51.6,88.0,3.3553982,230.0,
1,12,5,53.6,51.6,88.0,3.3553982,210.0,
1,12,6,53.6,51.6,88.0,0.0,0.0,
1,12,7,53.6,50.6,82.0,0.0,0.0,
1,12,8,53.6,50.6,82.0,0.0,0.0,
1,12,9,53.6,50.6,82.0,0.0,0.0,
1,12,10,55.4,51.4,77.0,0.0,0.0,
1,12,11,59.0,52.8,67.0,0.0,0.0,
1,12,12,62.6,54.35,59.0,0.0,0.0,
1,12,13,64.76,54.56,52.0,0.0,0.0,
1,12,14,66.2,54.999996,49.0,0.0,0.0,
1,12,15,66.2,56.699997,56.0,3.3553982,310.0,
1,12,16,66.2,56.699997,56.0,3.3553982,270.0,
1,12,17,62.6,56.266666,68.0,5.816023,220.0,
1,12,18,59.0,54.75,77.0,4.697557,190.0,
1,12,19,57.2,54.0,82.0,0.0,0.0,
1,12,20,55.4,53.4,88.0,0.0,0.0,
1,12,21,53.6,50.6,82.0,0.0,0.0,
1,12,22,51.8,49.8,87.0,0.0,0.0,
1,12,23,51.8,49.8,87.0,0.0,0.0,
1,12,24,50.0,49.0,93.0,0.0,0.0,
1,13,1,50.0,48.0,87.0,0.0,0.0,
1,13,2,48.2,47.2,93.0,0.0,0.0,
1,13,3,46.4,46.4,100.0,0.0,0.0,
1,13,4,46.4,45.4,93.0,0.0,0.0,
1,13,5,46.4,45.4,93.0,3.3553982,250.0,
1,13,6,46.4,45.4,93.0,0.0,0.0,
1,13,7,46.4,45.4,93.0,3.3553982,50.0,
1,13,8,48.2,46.2,87.0,0.0,0.0,
1,13,9,55.4,50.56667,72.0,0.0,0.0,
1,13,10,60.8,52.8,59.0,0.0,0.0,
1,13,11,69.8,55.550003,40.0,0.0,0.0,
1,13,12,75.2,55.699997,27.0,0.0,0.0,
1,13,13,80.6,57.266666,21.0,0.0,0.0,
1,13,14,80.6,56.766666,20.0,4.697557,330.0,
1,13,15,82.4,56.7,17.0,3.3553982,310.0,
1,13,16,80.6,56.1,18.0,3.3553982,280.0,
1,13,17,71.6,56.35,38.0,6.9344893,280.0,
1,13,18,66.2,54.999996,49.0,5.816023,290.0,
1,13,19,64.4,54.4,52.0,0.0,0.0,
1,13,20,60.8,52.8,59.0,0.0,0.0,
1,13,21,57.2,51.2,67.0,0.0,0.0,
1,13,22,55.4,50.56667,72.0,0.0,0.0,
1,13,23,55.4,49.56667,67.0,0.0,0.0,
1,13,24,55.4,49.56667,67.0,3.3553982,310.0,
1,14,1,51.8,47.05,71.0,0.0,0.0,
1,14,2,53.6,47.1,62.0,4.697557,300.0,
1,14,3,53.6,46.35,58.0,0.0,0.0,
1,14,4,51.8,45.466667,62.0,3.3553982,300.0,
1,14,5,51.8,45.466667,62.0,0.0,0.0,
1,14,6,55.4,46.56667,51.0,4.697557,350.0,
1,14,7,51.8,45.466667,62.0,0.0,0.0,
1,14,8,55.4,47.15,54.0,0.0,0.0,
1,14,9,66.2,53.53333,43.0,0.0,0.0,
1,14,10,69.8,54.300003,35.0,6.9344893,290.0,
1,14,11,75.2,55.699997,27.0,6.9344893,290.0,
1,14,12,77.72,56.38667,24.0,7.8292623,280.0,
1,14,13,79.52,56.519997,21.0,8.724035,280.0,
1,14,14,80.6,56.766666,20.0,9.395114,270.0,
1,14,15,80.6,56.766666,20.0,10.289887,270.0,
1,14,16,77.0,55.833332,24.0,9.171421,280.0,
1,14,17,71.6,54.35,31.0,6.9344893,290.0,
1,14,18,69.8,53.600002,33.0,3.3553982,330.0,
1,14,19,64.4,51.9,42.0,0.0,0.0,
1,14,20,60.8,51.05,51.0,0.0,0.0,
1,14,21,57.2,50.45,63.0,0.0,0.0,
1,14,22,55.4,48.65,62.0,0.0,0.0,
1,14,23,55.4,48.65,62.0,0.0,0.0,
1,14,24,53.6,46.35,58.0,0.0,0.0,
1,15,1,51.8,46.3,66.0,0.0,0.0,
1,15,2,50.0,46.25,76.0,0.0,0.0,
1,15,3,51.8,47.966667,76.0,4.697557,80.0,
1,15,4,51.8,47.966667,76.0,3.3553982,100.0,
1,15,5,50.0,47.166668,82.0,0.0,0.0,
1,15,6,48.2,46.2,87.0,3.3553982,50.0,
1,15,7,48.2,44.7,76.0,3.3553982,240.0,
1,15,8,53.6,48.766666,71.0,0.0,0.0,
1,15,9,59.0,49.0,48.0,0.0,0.0,
1,15,10,62.6,52.766666,52.0,0.0,0.0,
1,15,11,64.4,53.56667,49.0,0.0,0.0,
1,15,12,68.0,53.5,37.0,0.0,0.0,
1,15,13,69.8,54.300003,35.0,5.816023,160.0,
1,15,14,68.0,58.25,56.0,5.816023,190.0,
1,15,15,64.4,57.06667,64.0,9.171421,220.0,
1,15,16,62.6,57.1,72.0,6.9344893,200.0,
1,15,17,62.6,57.1,72.0,4.697557,190.0,
1,15,18,60.8,56.466667,77.0,0.0,0.0,
1,15,19,57.2,54.0,82.0,0.0,0.0,
1,15,20,55.4,53.4,88.0,0.0,0.0,
1,15,21,53.6,52.6,94.0,0.0,0.0,
1,15,22,53.6,51.6,88.0,0.0,0.0,
1,15,23,51.8,49.8,87.0,0.0,0.0,
1,15,24,51.8,49.8,87.0,0.0,0.0,
1,16,1,50.0,48.0,87.0,0.0,0.0,
1,16,2,48.2,47.2,93.0,0.0,0.0,
1,16,3,51.8,49.8,87.0,0.0,0.0,
1,16,4,53.6,51.6,88.0,0.0,0.0,
1,16,5,53.6,52.6,94.0,4.697557,90.0,
1,16,6,55.4,53.4,88.0,4.697557,70.0,
1,16,7,53.6,52.6,94.0,3.3553982,20.0,
1,16,8,53.6,52.6,94.0,3.3553982,110.0,
1,16,9,55.4,52.4,82.0,0.0,0.0,
1,16,10,55.4,52.4,82.0,5.816023,90.0,
1,16,11,57.2,52.2,72.0,0.0,0.0,
1,16,12,57.2,53.2,77.0,3.3553982,300.0,
1,16,13,59.0,53.8,72.0,3.3553982,230.0,
1,16,14,62.6,55.266666,63.0,5.816023,220.0,
1,16,15,62.6,56.266666,68.0,8.052955,200.0,
1,16,16,60.8,55.466667,72.0,6.9344893,220.0,
1,16,17,59.0,54.75,77.0,4.697557,230.0,
1,16,18,57.2,54.0,82.0,4.697557,230.0,
1,16,19,55.4,52.4,82.0,0.0,0.0,
1,16,20,55.4,53.4,88.0,3.3553982,200.0,
1,16,21,55.4,52.4,82.0,0.0,0.0,
1,16,22,57.2,53.2,77.0,0.0,0.0,
1,16,23,57.2,53.2,77.0,4.697557,200.0,
1,16,24,57.2,53.2,77.0,0.0,0.0,
1,17,1,57.2,52.2,72.0,0.0,0.0,
1,17,2,57.2,52.2,72.0,0.0,0.0,
1,17,3,57.2,52.2,72.0,0.0,0.0,
1,17,4,55.4,51.4,77.0,0.0,0.0,
1,17,5,55.4,51.4,77.0,0.0,0.0,
1,17,6,55.4,51.4,77.0,0.0,0.0,
1,17,7,55.4,51.4,77.0,0.0,0.0,
1,17,8,53.6,50.6,82.0,0.0,0.0,
1,17,9,57.2,52.2,72.0,0.0,0.0,
1,17,10,59.0,52.8,67.0,5.816023,300.0,
1,17,11,60.8,53.6,63.0,3.3553982,280.0,
1,17,12,64.4,54.4,52.0,3.3553982,260.0,
1,17,13,66.2,54.999996,49.0,4.697557,240.0,
1,17,14,66.2,55.866665,52.0,5.816023,220.0,
1,17,15,64.4,55.9,59.0,6.9344893,200.0,
1,17,16,62.6,55.266666,63.0,6.9344893,200.0,
1,17,17,60.8,54.6,68.0,4.697557,280.0,
1,17,18,57.2,53.2,77.0,4.697557,290.0,
1,17,19,55.4,52.4,82.0,3.3553982,280.0,
1,17,20,55.4,52.4,82.0,0.0,0.0,
1,17,21,53.6,50.6,82.0,0.0,0.0,
1,17,22,51.8,49.8,87.0,0.0,0.0,
1,17,23,50.0,48.0,87.0,0.0,0.0,
1,17,24,50.0,48.0,87.0,0.0,0.0,
1,18,1,48.2,47.2,93.0,0.0,0.0,
1,18,2,48.2,46.2,87.0,0.0,0.0,
1,18,3,50.0,48.0,87.0,0.0,0.0,
1,18,4,51.8,48.966667,82.0,0.0,0.0,
1,18,5,51.8,49.8,87.0,3.3553982,60.0,
1,18,6,53.6,50.6,82.0,0.0,0.0,
1,18,7,53.6,51.6,88.0,3.3553982,100.0,
1,18,8,53.6,50.6,82.0,3.3553982,80.0,
1,18,9,55.4,51.4,77.0,0.0,0.0,
1,18,10,55.4,51.4,77.0,0.0,0.0,
1,18,11,57.2,52.2,72.0,0.0,0.0,
1,18,12,59.0,52.8,67.0,4.697557,280.0,
1,18,13,60.8,53.6,63.0,0.0,0.0,
1,18,14,62.6,53.399998,55.0,3.3553982,320.0,
1,18,15,62.6,53.399998,55.0,3.3553982,290.0,
1,18,16,60.8,53.6,63.0,6.9344893,250.0,
1,18,17,57.2,52.2,72.0,5.816023,210.0,
1,18,18,57.2,52.2,72.0,0.0,0.0,
1,18,19,57.2,52.2,72.0,0.0,0.0,
1,18,20,57.2,53.2,77.0,0.0,0.0,
1,18,21,57.2,53.2,77.0,3.3553982,210.0,
1,18,22,57.2,53.2,77.0,0.0,0.0,
1,18,23,57.2,53.2,77.0,3.3553982,280.0,
1,18,24,55.4,53.4,88.0,0.0,0.0,
1,19,1,55.4,53.4,88.0,0.0,0.0,
1,19,2,55.4,52.4,82.0,0.0,0.0,
1,19,3,55.4,52.4,82.0,0.0,0.0,
1,19,4,53.6,51.6,88.0,0.0,0.0,
1,19,5,53.6,51.6,88.0,0.0,0.0,
1,19,6,51.8,49.8,87.0,3.3553982,280.0,
1,19,7,51.8,49.8,87.0,3.3553982,260.0,
1,19,8,53.6,51.6,88.0,0.0,0.0,
1,19,9,55.4,52.4,82.0,3.3553982,100.0,
1,19,10,57.2,54.0,82.0,0.0,0.0,
1,19,11,60.8,54.6,68.0,0.0,0.0,
1,19,12,62.6,54.35,59.0,4.697557,330.0,
1,19,13,66.2,55.866665,52.0,4.697557,300.0,
1,19,14,66.2,57.699997,60.0,6.9344893,280.0,
1,19,15,66.2,54.999996,49.0,5.816023,250.0,
1,19,16,62.6,54.35,59.0,8.052955,220.0,
1,19,17,59.0,53.8,72.0,6.9344893,210.0,
1,19,18,57.2,53.2,77.0,5.816023,280.0,
1,19,19,55.4,52.4,82.0,3.3553982,250.0,
1,19,20,53.6,50.6,82.0,0.0,0.0,
1,19,21,53.6,50.6,82.0,0.0,0.0,
1,19,22,51.8,49.8,87.0,0.0,0.0,
1,19,23,51.8,49.8,87.0,0.0,0.0,
1,19,24,53.6,51.6,88.0,3.3553982,90.0,
1,20,1,53.6,51.6,88.0,4.697557,80.0,
1,20,2,55.4,52.4,82.0,0.0,0.0,
1,20,3,55.4,51.4,77.0,3.3553982,90.0,
1,20,4,53.6,50.6,82.0,0.0,0.0,
1,20,5,53.6,50.6,82.0,0.0,0.0,
1,20,6,53.6,49.6,76.0,4.697557,80.0,
1,20,7,53.6,50.6,82.0,0.0,0.0,
1,20,8,55.4,51.4,77.0,0.0,0.0,
1,20,9,57.2,51.2,67.0,8.052955,80.0,
1,20,10,59.0,51.25,59.0,3.3553982,70.0,
1,20,11,60.8,51.966667,55.0,5.816023,60.0,
1,20,12,60.8,51.05,51.0,0.0,0.0,
1,20,13,62.6,52.766666,52.0,3.3553982,90.0,
1,20,14,62.6,52.766666,52.0,4.697557,180.0,
1,20,15,62.6,53.399998,55.0,6.9344893,210.0,
1,20,16,60.8,53.6,63.0,6.9344893,230.0,
1,20,17,60.8,52.8,59.0,5.816023,230.0,
1,20,18,57.2,52.2,72.0,4.697557,220.0,
1,20,19,57.2,52.2,72.0,0.0,0.0,
1,20,20,57.2,52.2,72.0,0.0,0.0,
1,20,21,55.4,51.4,77.0,0.0,0.0,
1,20,22,55.4,51.4,77.0,0.0,0.0,
1,20,23,55.4,50.56667,72.0,3.3553982,120.0,
1,20,24,51.8,48.966667,82.0,4.697557,80.0,
1,21,1,51.8,47.966667,76.0,3.3553982,60.0,
1,21,2,53.6,49.6,76.0,0.0,0.0,
1,21,3,53.6,48.766666,71.0,6.9344893,30.0,
1,21,4,53.6,49.6,76.0,0.0,0.0,
1,21,5,51.8,48.966667,82.0,0.0,0.0,
1,21,6,53.6,49.6,76.0,4.697557,360.0,
1,21,7,51.8,47.966667,76.0,4.697557,20.0,
1,21,8,51.8,47.966667,76.0,3.3553982,40.0,
1,21,9,55.4,47.9,58.0,4.697557,60.0,
1,21,10,60.8,47.3,34.0,14.987444,90.0,
1,21,11,66.2,48.699997,24.0,6.9344893,40.0,
1,21,12,68.0,49.75,24.0,8.052955,350.0,
1,21,13,69.8,51.300003,25.0,8.052955,280.0,
1,21,14,69.8,50.050003,21.0,5.816023,280.0,
